1,0,-0.707107,0.707107,-1,0,-0,0.785398
2,-0.0651644,-0.705429,0.705779,-0.994091,0.0300293,-0.104317,0.788143
3,-0.126384,-0.700093,0.702778,-0.97585,0.0720217,-0.206227,0.797456
4,-0.187069,-0.691047,0.698183,-0.946357,0.111959,-0.303107,0.813271
5,-0.246953,-0.67833,0.692014,-0.90736,0.149,-0.393062,0.835204
6,-0.305774,-0.661997,0.684297,-0.860902,0.18259,-0.474877,0.862765
7,-0.363272,-0.642119,0.675067,-0.809047,0.212455,-0.548001,0.895406
8,-0.42053,-0.617952,0.664297,-0.755198,0.233639,-0.612445,0.93242
9,-0.476676,-0.589807,0.65185,-0.700568,0.248742,-0.668829,0.973084
10,-0.531087,-0.557925,0.637704,-0.646075,0.259363,-0.717857,1.01686
11,-0.583465,-0.522375,0.621847,-0.592657,0.265893,-0.760302,1.06325
12,-0.633496,-0.483258,0.604272,-0.54097,0.268745,-0.796949,1.11182
13,-0.680865,-0.440709,0.584978,-0.491445,0.268325,-0.828543,1.16221
14,-0.725253,-0.394899,0.56397,-0.444344,0.265016,-0.85576,1.21409
15,-0.76635,-0.346035,0.541264,-0.399805,0.259169,-0.879197,1.26721
16,-0.803855,-0.29436,0.516885,-0.357881,0.251101,-0.899372,1.32134
17,-0.837485,-0.240148,0.490865,-0.318564,0.241096,-0.916728,1.37632
18,-0.866978,-0.183706,0.463251,-0.281806,0.229407,-0.931642,1.43199
19,-0.8921,-0.125366,0.434098,-0.247539,0.216259,-0.944435,1.48825
20,-0.912645,-0.065484,0.403473,-0.215676,0.20185,-0.955374,1.545
21,-0.92844,-0.00443363,0.371456,-0.186126,0.186359,-0.96469,1.60219
22,-0.940965,0.00255804,0.338494,-0.1682,0.169969,-0.970989,1.60318
23,-0.952313,0.00254929,0.305111,-0.151528,0.153249,-0.976501,1.59746
24,-0.962478,0.00253715,0.271349,-0.134678,0.136349,-0.981464,1.59233
25,-0.971445,0.00252161,0.23725,-0.117667,0.119288,-0.985862,1.58779
26,-0.979205,0.0025027,0.202856,-0.100515,0.102083,-0.989685,1.58386
27,-0.985748,0.00248043,0.16821,-0.0832395,0.0847551,-0.992919,1.58053
28,-0.991065,0.00245483,0.133354,-0.0658616,0.067323,-0.995555,1.57782
29,-0.995151,0.00242594,0.0983329,-0.0484016,0.0498078,-0.997585,1.57572
30,-0.997999,0.00239379,0.0631894,-0.0308805,0.0322305,-0.999003,1.57423
31,-0.999606,0.00235842,0.0279673,-0.0133199,0.0146128,-0.999805,1.57337
32,-0.999971,0.00231988,-0.00728953,0.00425874,-0.00302381,-0.999986,1.57313
33,-0.999092,0.00227821,-0.0425373,0.0218335,-0.0206573,-0.999548,1.5735
34,-0.996972,0.00223346,-0.0777322,0.0393828,-0.038266,-0.998491,1.5745
35,-0.993612,0.0021857,-0.11283,0.0568848,-0.055828,-0.996819,1.57612
36,-0.989017,0.00213497,-0.147788,0.0743184,-0.0733221,-0.994535,1.57835
37,-0.983192,0.00208135,-0.182563,0.0916626,-0.0907273,-0.991648,1.58119
38,-0.976145,0.00202489,-0.21711,0.108897,-0.108023,-0.988166,1.58465
39,-0.967885,0.00196568,-0.251387,0.126002,-0.125189,-0.984099,1.58872
40,-0.958421,0.00190378,-0.285352,0.142958,-0.142207,-0.979459,1.59338
41,-0.947766,0.00183927,-0.318962,0.159746,-0.159058,-0.97426,1.59864
42,-0.935932,0.00177223,-0.352176,0.176351,-0.175724,-0.968515,1.60449
43,-0.922935,0.00170274,-0.384952,0.192755,-0.192189,-0.962242,1.61093
44,-0.908791,0.0016309,-0.417249,0.208942,-0.208439,-0.955456,1.61794
45,-0.893517,0.00155678,-0.449028,0.224899,-0.224457,-0.948177,1.62552
46,-0.877132,0.00148049,-0.480248,0.240613,-0.240231,-0.940423,1.63365
47,-0.859656,0.00140211,-0.510871,0.25607,-0.25575,-0.932213,1.64234
48,-0.841112,0.00132175,-0.540859,0.271261,-0.271001,-0.923567,1.65157
49,-0.821522,0.00123951,-0.570175,0.286175,-0.285975,-0.914506,1.66134
50,-0.800911,0.00115548,-0.598782,0.300804,-0.300663,-0.905051,1.67162
51,-0.779305,0.00106978,-0.626644,0.315141,-0.315059,-0.895223,1.68242
52,-0.756729,0.000982503,-0.653728,0.329178,-0.329154,-0.885042,1.69371
53,-0.733213,0.000893767,-0.679999,0.342912,-0.342945,-0.874529,1.7055
54,-0.708785,0.00080368,-0.705424,0.356336,-0.356426,-0.863704,1.71777
55,-0.683476,0.000712354,-0.729973,0.369449,-0.369594,-0.852589,1.73051
56,-0.657317,0.000619905,-0.753614,0.382247,-0.382447,-0.841202,1.74371
57,-0.630341,0.000526448,-0.776318,0.394729,-0.394984,-0.829564,1.75735
58,-0.602582,0.000434718,-0.798057,0.406897,-0.4072,-0.817694,1.77143
59,-0.574073,0.000375389,-0.818804,0.41878,-0.419067,-0.805609,1.78594
60,-0.544851,0.0003197,-0.838533,0.430351,-0.430616,-0.793327,1.80085
61,-0.514952,0.000266409,-0.857219,0.441608,-0.441849,-0.780866,1.81617
62,-0.484412,0.000215841,-0.87484,0.452554,-0.452768,-0.768242,1.83188
63,-0.45327,0.000168335,-0.891373,0.463192,-0.463377,-0.75547,1.84797
64,-0.421564,0.000124246,-0.906798,0.473525,-0.473677,-0.742566,1.86443
65,-0.389335,8.39357e-05,-0.921096,0.483557,-0.483673,-0.729543,1.88125
66,-0.356621,4.77761e-05,-0.934249,0.493291,-0.493369,-0.716415,1.89841
67,-0.323464,1.61416e-05,-0.94624,0.502732,-0.502768,-0.703196,1.91592
68,-0.289905,-1.05946e-05,-0.957055,0.511884,-0.511877,-0.689896,1.93374
69,-0.255986,-3.20672e-05,-0.966681,0.520752,-0.520698,-0.676528,1.95189
70,-0.221748,-4.79259e-05,-0.975104,0.529342,-0.529238,-0.663102,1.97034
71,-0.187235,-5.78433e-05,-0.982315,0.537657,-0.537502,-0.649628,1.9891
72,-0.152489,-6.15238e-05,-0.988305,0.545705,-0.545495,-0.636114,2.00814
73,-0.117553,-5.87124e-05,-0.993067,0.553489,-0.553223,-0.622571,2.02746
74,-0.0824712,-4.92026e-05,-0.996593,0.561015,-0.560691,-0.609005,2.04705
75,-0.0472869,-3.28447e-05,-0.998881,0.56829,-0.567905,-0.595425,2.0669
76,-0.0120438,-9.55123e-06,-0.999927,0.575317,-0.574871,-0.581836,2.087
77,0.0232144,6.99987e-06,-0.999731,0.582101,-0.5816,-0.568244,2.10735
78,0.0584437,2.14795e-05,-0.998291,0.58864,-0.588098,-0.554656,2.12793
79,0.0936002,3.67754e-05,-0.99561,0.594928,-0.594377,-0.541089,2.14877
80,0.12864,4.51804e-05,-0.991691,0.600965,-0.600445,-0.527547,2.16987
81,0.16352,4.6076e-05,-0.98654,0.606772,-0.606302,-0.514029,2.19119
82,0.198197,4.50221e-05,-0.980162,0.612365,-0.611945,-0.500533,2.21271
83,0.232627,4.28802e-05,-0.972566,0.61775,-0.617378,-0.487061,2.23443
84,0.266769,3.96492e-05,-0.963761,0.622933,-0.622608,-0.473617,2.25634
85,0.300578,3.53311e-05,-0.953757,0.627918,-0.627639,-0.460204,2.27843
86,0.334014,2.993e-05,-0.942568,0.632711,-0.632476,-0.446823,2.30069
87,0.367035,2.34518e-05,-0.930207,0.637316,-0.637124,-0.433475,2.32312
1,0,-1,-0,1,0,0,0
2,0.00151239,-0.996305,0.0858771,-0.70711,0.706876,-0.0179648,0.121615
3,0.00596746,-0.98525,0.171018,-0.707086,0.706198,-0.0362362,0.243188
4,0.0133263,-0.96693,0.254693,-0.707035,0.705071,-0.0545535,0.364679
5,0.0235251,-0.941502,0.336184,-0.706956,0.703487,-0.0729395,0.486045
6,0.0364755,-0.909184,0.414794,-0.706845,0.701436,-0.091417,0.607244
7,0.0520652,-0.870251,0.489849,-0.706702,0.698907,-0.110009,0.728234
8,0.070159,-0.825037,0.560706,-0.706521,0.695883,-0.128739,0.848968
9,0.0906001,-0.773929,0.626758,-0.7063,0.692348,-0.147631,0.9694
10,0.0993726,-0.719235,0.687623,-0.723292,0.669576,-0.168869,1.05749
11,0.0915839,-0.662033,0.743858,-0.75667,0.625294,-0.190937,1.10956
12,0.0831273,-0.600542,0.795261,-0.78499,0.582616,-0.210594,1.16443
13,0.074123,-0.53515,0.841499,-0.808918,0.541876,-0.228083,1.22184
14,0.0646283,-0.466285,0.882271,-0.829119,0.503182,-0.243657,1.28144
15,0.0547032,-0.394392,0.917313,-0.846171,0.466543,-0.25755,1.34293
16,0.0444105,-0.319939,0.946397,-0.860564,0.431905,-0.269975,1.40606
17,0.0338149,-0.243411,0.969334,-0.872715,0.399174,-0.281121,1.47062
18,0.0229836,-0.165303,0.985975,-0.88297,0.368232,-0.291152,1.53642
19,0.0119852,-0.0861247,0.996212,-0.891619,0.338953,-0.300212,1.6033
20,0.000889952,-0.00638943,0.999979,-0.898901,0.311208,-0.308426,1.67113
21,-0.010223,0.0733857,0.997251,-0.905018,0.284871,-0.315897,1.73979
22,-0.0212746,0.152683,0.988046,-0.910137,0.259822,-0.322713,1.80918
23,-0.0321934,0.230989,0.972424,-0.914395,0.235945,-0.328955,1.87922
24,-0.0429083,0.307793,0.950485,-0.91791,0.213131,-0.334689,1.94983
25,-0.0533498,0.382598,0.922373,-0.920776,0.191279,-0.339976,2.02095
26,-0.0634501,0.454916,0.888271,-0.923075,0.170294,-0.344865,2.09251
27,-0.0731435,0.52428,0.848399,-0.924874,0.150092,-0.349401,2.16447
28,-0.0823671,0.590237,0.803017,-0.926228,0.130592,-0.353621,2.23677
29,-0.0910611,0.65236,0.752419,-0.927184,0.111721,-0.357559,2.30939
30,-0.0991688,0.710246,0.696934,-0.927781,0.0934112,-0.361244,2.38227
31,-0.106638,0.763517,0.636922,-0.928051,0.0755993,-0.3647,2.45538
32,-0.113419,0.811829,0.572774,-0.92802,0.058227,-0.367951,2.52871
33,-0.119469,0.854867,0.504906,-0.927711,0.0412397,-0.371015,2.60221
34,-0.124749,0.892352,0.433758,-0.92714,0.0245863,-0.373908,2.67587
35,-0.129224,0.92404,0.359793,-0.926321,0.0082183,-0.376647,2.74965
36,-0.132864,0.949726,0.283491,-0.925263,-0.00791,-0.379243,2.82355
37,-0.135647,0.969243,0.205348,-0.923975,-0.0238424,-0.381708,2.89753
38,-0.137554,0.982464,0.125871,-0.922461,-0.039621,-0.384052,2.97157
39,-0.138573,0.989303,0.0455761,-0.920721,-0.0552865,-0.386284,3.04566
40,-0.138697,0.989716,-0.0350143,-0.918757,-0.0708788,-0.38841,3.11978
41,-0.137925,0.983699,-0.115377,0.916563,0.086437,0.390438,3.08928
42,-0.136263,0.971293,-0.194991,0.914134,0.102,0.392371,3.01516
43,-0.133722,0.952578,-0.273338,0.911463,0.117607,0.394214,2.94107
44,-0.130317,0.927675,-0.34991,0.908537,0.133296,0.395971,2.86703
45,-0.126071,0.896746,-0.424209,0.905344,0.149108,0.397642,2.79306
46,-0.121011,0.859991,-0.495753,0.901866,0.165084,0.399231,2.71918
47,-0.11517,0.817651,-0.564077,0.898084,0.181266,0.400735,2.6454
48,-0.108587,0.769999,-0.628738,0.893973,0.197697,0.402154,2.57176
49,-0.101304,0.717345,-0.689314,0.889506,0.214424,0.403486,2.49827
50,-0.0933676,0.660031,-0.745414,0.884651,0.231494,0.404727,2.42497
51,-0.0848303,0.59843,-0.796672,0.879368,0.248958,0.40587,2.35188
52,-0.0757471,0.532941,-0.842755,0.873615,0.266872,0.40691,2.27903
53,-0.0661771,0.463989,-0.883365,0.86734,0.285292,0.407834,2.20645
54,-0.0561821,0.392024,-0.918238,0.860484,0.304281,0.408633,2.13419
55,-0.045827,0.317512,-0.947146,0.852976,0.323904,0.40929,2.06228
56,-0.0351783,0.240937,-0.969903,0.844737,0.344231,0.409786,1.99078
57,-0.0243035,0.162796,-0.98636,0.835671,0.365339,0.410099,1.91974
58,-0.0132651,0.0835994,-0.996411,0.825668,0.387305,0.410203,1.84921
59,-0.00170138,0.00393287,-0.999991,0.81458,0.410043,0.410274,1.77915
60,0,-1,-0,1,0,0,0
61,0,-1,-0,1,0,0,0
62,0,-1,-0,1,0,0,0
63,0,-1,-0,1,0,0,0
64,0,-1,-0,1,0,0,0
65,0,-1,-0,1,0,0,0
66,0,-1,-0,1,0,0,0
67,0,-1,-0,1,0,0,0
68,0,-1,-0,1,0,0,0
69,0,-1,-0,1,0,0,0
70,0,-1,-0,1,0,0,0
71,0,-1,-0,1,0,0,0
72,0,-1,-0,1,0,0,0
73,0,-1,-0,1,0,0,0
74,0,-1,-0,1,0,0,0
75,0,-1,-0,1,0,0,0
76,0,-1,-0,1,0,0,0
77,0,-1,-0,1,0,0,0
78,0,-1,-0,1,0,0,0
79,0,-1,-0,1,0,0,0
80,0,-1,-0,1,0,0,0
81,0,-1,-0,1,0,0,0
82,0,-1,-0,1,0,0,0
83,0,-1,-0,1,0,0,0
84,0,-1,-0,1,0,0,0
85,0,-1,-0,1,0,0,0
86,0,-1,-0,1,0,0,0
87,0,-1,-0,1,0,0,0
88,0,-1,-0,1,0,0,0
89,0,-1,-0,1,0,0,0
90,0,-1,-0,1,0,0,0
91,0,-1,-0,1,0,0,0
92,0,-1,-0,1,0,0,0
93,0,-1,-0,1,0,0,0
94,0,-1,-0,1,0,0,0
95,0,-1,-0,1,0,0,0
96,0,-1,-0,1,0,0,0
97,0,-1,-0,1,0,0,0
98,0,-1,-0,1,0,0,0
99,0,-1,-0,1,0,0,0
1,0,-1,-0,1,0,0,0
2,0.0872827,-0.992614,0.0842599,-0.591854,0.577347,0.562476,0.148996
3,0.176128,-0.970572,0.164222,-0.606802,0.576184,0.547543,0.297927
4,0.265118,-0.934225,0.238612,-0.621789,0.57424,0.532567,0.446729
5,0.352834,-0.884151,0.306244,-0.636834,0.571498,0.517525,0.595333
6,0.437876,-0.821145,0.36604,-0.651955,0.567938,0.502395,0.743674
7,0.518889,-0.746208,0.417046,-0.667166,0.563534,0.487153,0.891681
8,0.593711,-0.661305,0.458458,-0.683106,0.555197,0.47447,1.03517
9,0.643647,-0.5851,0.493333,-0.707109,0.483941,0.515557,1.09481
10,0.684709,-0.505355,0.525158,-0.722843,0.410201,0.556087,1.15351
11,0.717735,-0.421969,0.553894,-0.730505,0.338977,0.592838,1.2165
12,0.74254,-0.33591,0.579481,-0.731063,0.271034,0.626169,1.28361
13,0.75906,-0.248115,0.601886,-0.725467,0.206929,0.656413,1.35464
14,0.767336,-0.159471,0.6211,-0.714628,0.14706,0.683871,1.42943
15,0.767498,-0.0707945,0.637131,-0.699418,0.0916901,0.708807,1.50784
16,0.759741,0.0171782,0.649999,-0.680658,0.0409752,0.731454,1.58969
17,0.744301,0.103791,0.65973,-0.659122,-0.00502327,0.752019,1.6748
18,0.721429,0.18846,0.66635,-0.635532,-0.0463236,0.770684,1.76299
19,0.691379,0.27066,0.669879,-0.610554,-0.0830125,0.787612,1.85405
20,0.654394,0.349898,0.670328,-0.584793,-0.115237,0.802956,1.94772
21,0.610751,0.425624,0.667704,-0.558687,-0.143261,0.816912,2.04373
22,0.560821,0.497191,0.662028,-0.532437,-0.167454,0.829741,2.14169
23,0.505037,0.56398,0.653348,-0.506164,-0.188153,0.841663,2.2413
24,0.443881,0.625412,0.641739,-0.479946,-0.205652,0.852853,2.34227
25,0.377882,0.680956,0.627299,-0.453823,-0.220204,0.863455,2.44436
26,0.307609,0.730129,0.610154,-0.427811,-0.232018,0.873582,2.54734
27,0.233673,0.772506,0.59045,-0.401905,-0.241266,0.883325,2.65101
28,0.156711,0.80772,0.568358,-0.376089,-0.248084,0.892755,2.7552
29,0.077391,0.835464,0.544069,-0.350336,-0.252577,0.901925,2.85972
30,-0.00360149,0.855498,0.517794,-0.324612,-0.254818,0.910876,2.96442
31,-0.0855654,0.867649,0.489758,-0.298876,-0.25485,0.919633,3.06914
32,-0.167792,0.871812,0.460206,0.273084,0.252691,-0.928209,3.10947
33,-0.249569,0.86795,0.429394,0.24719,0.248328,-0.936606,3.00518
34,-0.330189,0.856096,0.397586,0.221145,0.241724,-0.944809,2.90134
35,-0.408955,0.836353,0.36506,0.1949,0.232816,-0.952791,2.79813
36,-0.485186,0.808892,0.332097,0.168405,0.221511,-0.960507,2.69571
37,-0.558221,0.77395,0.298982,0.141611,0.20769,-0.96789,2.59427
38,-0.62743,0.73183,0.266001,0.114473,0.191206,-0.974852,2.49402
39,-0.692213,0.682895,0.23344,0.0869505,0.171881,-0.981273,2.39518
40,-0.752011,0.62757,0.201581,0.0590096,0.149509,-0.986998,2.298
41,-0.806306,0.566332,0.1707,0.0306293,0.123857,-0.991827,2.20277
42,-0.854628,0.499712,0.141063,0.00180561,0.0946667,-0.995507,2.10979
43,-0.89656,0.428284,0.112928,-0.0274407,0.06166,-0.99772,2.01943
44,-0.931738,0.352668,0.0865369,-0.0570547,0.0245513,-0.998069,1.93209
45,-0.959859,0.273518,0.0621191,-0.0869346,-0.0169373,-0.99607,1.84822
46,-0.980679,0.191517,0.0398858,-0.116917,-0.0630502,-0.991138,1.76835
